tune_id,name,type,meter,mode,abc,date,username,mode_type,keynorm_features
6836,Boney's Retreat,hornpipe,4/4,Dmajor,"|:D3 E F3 G|A2 d2 AGF2|GFE2 FED2|e2 d2 cA3|
D3 E F3 G|A2 d2 AGF2|e2 f2 gfe2|d4 d4:|
|:d2 e2 f2 g2|a2 f2 dB A2|d2 e2 f3 e|d2 c2 B2 A2|
d2 e2 f2 g2|a2 f2 d2 B2|A2 f2 gf e2|d4 d4:|",2007-02-19 07:57:26,Ptarmigan,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04477612 0.         0.05970149 0.
 0.08955224 0.07462687 0.         0.11940299 0.         0.04477612
 0.         0.02985075 0.19402985 0.         0.11940299 0.
 0.13432836 0.05970149 0.         0.02985075 0.         0.        ]"
1126,"Munster Cloak, The",waltz,3/4,Dmajor,"|:D2 DE FD|E2 EF GA|D2 DE FA|G2 E2 A2|
D2 DE FD|E2 EF GE|A2 AB cA|1G2 E2 A2:|2G2 E2 c2||
|:d2 de dc|A2 d2 e2|f2 e2 d2|c2 d2 e2|
f2 e2 d2|c2 AB cA|AG EA GE|E2 D2 D2:||",2024-08-08 23:19:19,JACKB,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.14285714 0.         0.2        0.
 0.07142857 0.1        0.         0.17142857 0.         0.02857143
 0.         0.08571429 0.1        0.         0.07142857 0.
 0.02857143 0.         0.         0.         0.         0.        ]"
791,Father Kelly's,reel,4/4,Gmajor,"|:GA|B2 GB AGEG|DGGF GABG|c2 AB cBAG|EAAG FDGA|
B2 GB AGEG|DGGF GABd|cdef gdBd|cAFA G2:|
|:Bc|d2 Bd gdBd|~d2 Bd gdBd|e2 ce agfe|defg agfe|
d2 Bd gdBd|~d2 Bd gdBd|cedc BDGB|ADFA G2:|",2014-04-20 16:03:28,Lucy Rietmann,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04237288 0.         0.02542373
 0.         0.04237288 0.16949153 0.         0.11864407 0.
 0.16949153 0.06779661 0.         0.18644068 0.         0.05932203
 0.         0.03389831 0.06779661 0.         0.01694915 0.
 0.         0.         0.         0.         0.         0.        ]"
11682,Coolderry Bridge,reel,4/4,Dmajor,"FE|:DA,A,2 DEFB|BAFA dcdf|feef eBBA|G2FG EGFE|
DA,A,2 DEFB|BAFA dcdB|AFdF AFBF|1 AFEG FDDE:|2 AFEG FDDg||
fddA (3Bcd Ad|(3Bcd ef afgf|feef eBBA|G2FG Eage|
fdd2 Add2|gfed BdAB|AFdF AFBF|AFEG FDDg|
fddA (3Bcd Ad|(3Bcd ef afgf|feef eBBA|G2FG E2 FE|
DA,A,2 DEFA|BAFA dcdB|AFdF AFBF|AFEG FDD2||",2013-10-08 02:10:49,Dr. Tøm,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03061224 0.         0.
 0.         0.         0.07142857 0.         0.07142857 0.
 0.16326531 0.05612245 0.         0.13265306 0.         0.1122449
 0.         0.03571429 0.12755102 0.         0.06632653 0.
 0.08673469 0.03061224 0.         0.01530612 0.         0.        ]"
15055,Cider Street,reel,4/4,Gmixolydian,"|:G2 dc BGDG|EDCE FAcA|GABd cABG|FGDE F2 dc|
G2 dc BGDG|EDCE FAcA|dAAB cABG|FDCF G2 G2:|
A2 ed cAAA|GABc AEEE|D2 CD EGGG|cdec Afed|
A2 ed cA A2|GABc AEEE|D2 CD EGGG|cdec A2 f2|
e4 cA A/A/A|GABc AEEE|D2 CD EGGG|cAeA fAcA|
e4 cA A/A/A|GABc AEEE|D2 CD EGGG|cdec A4||",2023-06-21 08:41:49,Nigel Gatherer,mixolydian,"[0.         0.         0.         0.         0.         0.
 0.         0.04093567 0.         0.08187135 0.         0.12280702
 0.03508772 0.         0.16374269 0.         0.22807018 0.
 0.05847953 0.13450292 0.         0.06432749 0.         0.05263158
 0.01754386 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
291,Maggie In The Woods,polka,2/4,Gmajor,"|:Gd G>A|Be- e/f/g/e/|dB AG/A/|BA- AB/A/|
Gd G>A|Be- e/f/g/e/|dB AB|G3 z:|
|:gf ed|e<f g>e|dB AG/A/|BA- AB/d/|
gg/f/ ed|ef gg/e/|dB AB|GG G2:|",2021-11-06 10:16:22,Nigel Gatherer,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.14285714 0.         0.18571429 0.
 0.17142857 0.         0.         0.12857143 0.         0.17142857
 0.         0.08571429 0.11428571 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
17052,Arrochar Bridge,reel,4/4,Amajor,"|:B,|A,2ef edc2|FGAB AGFD|E2ef edcA|BcdB cAA:|
|:g|abae c/c/c e=g|fdfa f2f/f/f|efae fbec|BABc A/A/A A:|",2022-06-09 14:29:43,gmaner,major,"[0.         0.         0.01587302 0.         0.01587302 0.
 0.         0.01587302 0.         0.01587302 0.         0.03174603
 0.         0.03174603 0.15873016 0.         0.07936508 0.
 0.14285714 0.06349206 0.         0.14285714 0.         0.15873016
 0.01587302 0.01587302 0.06349206 0.         0.03174603 0.
 0.         0.         0.         0.         0.         0.        ]"
6443,"Johnstown, The",reel,4/4,Bminor,"BF F2 AFEF|BF F2 (3Bcd eg|f2 df ecde|1 fd (3Bcd cAFA:|2 fdcd B3A||
E2 EF Gdcd|D2 FD ADFD|E2 EF Ggfg|1 efde (3Bcd AF:|2 efdB e4||",2018-04-02 18:44:13,Philip W,minor,"[0.         0.         0.         0.         0.         0.05555556
 0.         0.06944444 0.         0.16666667 0.02777778 0.
 0.08333333 0.         0.09722222 0.         0.09722222 0.16666667
 0.         0.09722222 0.         0.09722222 0.04166667 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
738,"Bunny's Hat, The",reel,4/4,Bminor,"|:FABF cBAF|BcdB fedB|FABF ~A3 F|EF~F2 AB ~B2|
FABF cBAF|BcdB fedB|FABd cA ~A2|fdec B4:|
|:FBde f2 ~ff|f2 ~ff edBA|FBde f2 ~ff|edBA B4|
FBde f2 ~ff|afff bafe|dB~BB cA~AA|fdec B4:|",2007-08-14 18:08:46,Jeffery,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.00909091 0.         0.13636364 0.         0.
 0.13636364 0.         0.22727273 0.         0.07272727 0.11818182
 0.         0.09090909 0.         0.18181818 0.         0.
 0.01818182 0.         0.00909091 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1775,"Cat And The Mountain Squirrel, The",reel,4/4,Bminor,"F2|:""Bm""B2 cd BcdB|""Bm""cdBc dBcB|""A"" A2 ce a2 gf|""A"" efec BAFE|
""Bm""B2 cd BcdB|""Bm""cdBc ""E7""dBcB|""A"" A2 ce afec|""F#m""BAdc ""Bm""B2 dc:|
|:""Bm"" Bbbf ""C#/A7""a2 fe|""D""defg ""E7""afed|""A""BAcB A2 ce|""C#/A""afec ""Cdim""BAdc|
""Bm""Bbbf a2 fe|""Bm""defg ""E7""abaf|""A""feaf efec|""A""BAdc ""Bm""B2 dc:|
|:""Bm""BffB d2 cd|""Bm""cdBc dBcB|""A""AeeA c2 Bc|""A""AecA ""F#m""BAdc|
""Bm""BffB d2 cd|""Bm""cdBc dBcB|""A""A2 ce afec|""A""BAdc ""Bm"" B4:|
|:""Bm""Bbbf ""(C#/A7)""a2^ga|""Bm (D)""Bbbf ""E7""afec|""A""BAcB A2ce|""A (C#/A)"" afec ""F#m (Cdim)"" BAdc|
""Bm"" Bbbf a2 ^ga|""Bm (A#/Bm)"" Bbbf ""E7 (A/Bm)"" abaf|""A (G#/Bm)""feaf ""G""efec|1 ""A"" BAdc ""Bm""B4:|2 ""F#7""BAdc ""Bm""B2||",2003-06-23 04:27:04,fifer,minor,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
6073,Jeux D'enfants,mazurka,3/4,Gminor,"zB/A/|G^F GA Bc|d^c dg ab|ba ge gb|d4de/d/|
cd ec BA|Bc dg ab|ba g=e ^fg|^f=e dc BA|
G^F GA Bc|d^c dg ab|ba ge gb|f4 f2|
ef ge d^c|d^f gd cB|ce dc BA|G2G2:|z2|
EF GA BG|AB cd ec|de fg ab|f6|
gf ez zB|fe dz zB|ed cB AG|A4 A2|
EF GA BG|AB cd ec|de fg ab|d'4 d'2|
e'd'c'z zg|d'c' az zd|c'b .a2 b2|g2 z2||",2006-08-06 15:55:26,gian marco,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01282051 0.
 0.01282051 0.01282051 0.07051282 0.         0.08333333 0.09615385
 0.         0.08974359 0.01923077 0.13461538 0.08974359 0.01282051
 0.05128205 0.01923077 0.1025641  0.         0.06410256 0.07692308
 0.         0.01923077 0.         0.02564103 0.00641026 0.        ]"
1363,Thirty Bottle Hughie,reel,4/4,Gmajor,"GA|BGEG DGEG|cAAA/B/ cAA2|BGEG DGEG|cBAB G2GA
BGEG DGEG|cAAA/B/ cAA2|BGEG DGEG|cBAB G2||
GA|BGdG BGdG|cAFA cAFA|BGdG BGdG|cAFA G2GA|
BGdG BGdG|cAFA EADA|BGdG BGdG|cAFA G2||
GA|BGdG eGdG|cAAA/B/ cAFA|BGdG eGdG|cAFA G2GA|
BGdG eGdG|cAAA/B/ cAFA|BGdG eGdG|cAFA G2||",2003-01-21 18:54:40,Aidan Crossey,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02659574 0.         0.04787234
 0.         0.04787234 0.31914894 0.         0.23404255 0.
 0.12765957 0.09042553 0.         0.08510638 0.         0.0212766
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2788,Bill Harte's,jig,6/8,Dmixolydian,"DED A2A|BAG ABA|DED A2A|BAG EGE|
DED A2A|BAG ABc|d2B cBA|1 BAG EGE:|2 BAG E2D||
|:d2B cBA|BAG ABc|d2B cBA|BAG E2D|
dcB cBA|BAG ABc|ded c2A|1 BAG E2D:|2 BAG EGE||",2004-04-09 09:36:16,Dr. Dow,mixolydian,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09183673 0.         0.12244898 0.
 0.         0.13265306 0.         0.26530612 0.         0.2244898
 0.09183673 0.         0.06122449 0.         0.01020408 0.
 0.         0.         0.         0.         0.         0.        ]"
6546,"Green Pigeon, The",reel,4/4,Dmajor,"|FGAG FD(3DDD|FDAF G2AG|FDAF GFED|BdcA G2AG|
FDAF GFED|FDAF G2AG|FDAF GABc|dBcA G2FG|
A3B cABG|A2AB c2dc|A3B cABG|BdcA G2FG|
A3B cABG|A2AB c2Bc|dBcA BGAG|Adde dcAG|",2008-03-20 22:37:00,Dan the Man,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09649123 0.         0.01754386 0.
 0.14035088 0.18421053 0.         0.23684211 0.         0.13157895
 0.         0.11403509 0.07017544 0.         0.00877193 0.
 0.         0.         0.         0.         0.         0.        ]"
11785,Donald MacLean's,jig,6/8,Amixolydian,"a|:A>AA cee|AdA cGB|A>BB B>cc|c>dB cfe|
A>AA cee|AdA cGB|e>cc dBc|1 Ace a3:|2 Ace a2||
|:f|efe A2c|efe cAc|fee c2e|fee faf|efe A2c|
efe caf|1 ecc dBc|Ace a2:|2 e>cc dBc|Ace a3||
A>AA c>cc|dcc dGB|A>Ae cdB|Ace aga|
A>AA c>cc|dcc dGB|e>cc dBc|1 Ace a3:|2 Ace a2e||
aee a2e|fee cee|fee f2e|cee Bee|
aee a2e|fee caf|e>cc dBc|Ace a2e|
aee a2e|fee cee|fee fee|cee Bee|
aee aee|fee caf|e>cc dBc|Ace a2||",2012-02-20 09:18:34,Solidmahog,mixolydian,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01632653 0.         0.12653061 0.         0.06938776 0.
 0.23673469 0.05714286 0.         0.31020408 0.         0.08571429
 0.00408163 0.         0.09387755 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
15346,"Mighty Pickle, The",reel,4/4,Dmajor,"M:2/2
ABFA GEdA-|ABFA GFED|ADFG EBEG|ADFG EABd|
ABFA GEdA-|ABFA GFED|ADFG EBEA-|A2Bc de-e2||
M:3/2
a2 f/e/d befa- afaf|gaed cdAe gecd|DAcd- dcAG cde2|cdAF- FEFA GB d/f/g|
a2 f/e/d befa- afaf|gaed cdAe gege|f3g (3a2b2c'2 a4|a2gf gafg- g3a||
M:2/2
K:Ebmix
b2ag d3g|agge fBde|b2ag edBA-|AdBA- A2ga|
b2ag d3g|agge fBde|be_gf- fdA2|_fBde- eage|
d2BA AE_G=G|d2GA Bd-dG-|GAGE GAB2|GE-Ed- d2BA|
A2G2 d2GA|Bd-dG- GAGE|GAB2 GE-Ed-|d2GA Bd-d2|=E2^F=A ^c4||
",2016-04-10 17:43:48,dairnarth,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02298851 0.02681992 0.04214559 0.
 0.05363985 0.09578544 0.06130268 0.08812261 0.04597701 0.03448276
 0.         0.11494253 0.06130268 0.03448276 0.05747126 0.01532567
 0.04980843 0.08429119 0.02681992 0.05747126 0.01532567 0.01149425]"
1127,Christmas In Kinsale,jig,6/8,Gmajor,"D|:GFG EGA|Bde dBG|dGG BGG|ADD FDD|
GFG EGA|Bde dBG|ded BGB|1 AFD G2 D:|2 AFD G2 e/f/||
|:gee def|gfg add|gee def|gdB A2 D|
GFG EGA|Bde dBG|ded BGB|1 AFD G2 e/f/:|2 AFD G2 z||",2002-11-10 18:33:09,glauber,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1047619  0.         0.02857143
 0.         0.07619048 0.20952381 0.         0.08571429 0.
 0.11428571 0.         0.         0.15238095 0.         0.12380952
 0.         0.04761905 0.04761905 0.         0.00952381 0.
 0.         0.         0.         0.         0.         0.        ]"
2051,Whistle Ower The Lave O't,march,4/4,Amajor,"|:A2 A>B cBc<e|ef/g/ ae cAA<G|A2 A>B cBc<e|A>BcA B2 A2:|
|:ef/g/ ag fef<a|ef/g/ ae cAA>G|ef/g/ ag fef<a|A>BcA B2 A2:|",2006-10-22 11:02:50,ceolachan,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.03225806 0.22580645 0.         0.12903226 0.
 0.12903226 0.         0.         0.16129032 0.         0.12903226
 0.         0.09677419 0.09677419 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4588,"Sailor's Jacket, The",reel,4/4,Dmixolydian,"dfed A3B|(3Bcd ef g2fe|d2ed AGAB|cBcG EDD2:|
d2fd B/c/d fd|c2ec gcec|d2ed B/c/d fd|eaag edd2|
defg afge|cdef g2fg|a2ge fded|eaag edd2|",2005-06-11 14:21:05,gian marco,mixolydian,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02298851 0.         0.01149425 0.
 0.         0.02298851 0.         0.03448276 0.         0.06896552
 0.11494253 0.         0.24137931 0.         0.18390805 0.
 0.12643678 0.10344828 0.         0.06896552 0.         0.        ]"
7318,"Bulgarian, The",polka,2/4,Aminor,"|:c>B|""Am""A>e c>e|""Am""A>e c>e|""G""G>A B>c|""G""d>c B>G|
""Am""A>e c>e|""Am""A>e c>e|""G""d>c B>G|""Am""A2:|
|:c>B|""Am""A>B c>d|""Am""e<f e>e|""C""g>c (3ccc|""G""d2 ""E7""^d2|
""Am""e>f e>d|""F""c<A A>c|""G""d>c B>G|""Am""A2:|",2008-10-20 13:26:29,snowyowl,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06557377 0.         0.16393443 0.         0.1147541  0.27868852
 0.         0.09836066 0.01639344 0.21311475 0.03278689 0.
 0.01639344 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3224,Tom Dowd's Favourite,reel,4/4,Eminor,"|:GA|BEED GEDE|GEDE G3 A|BEED GE D2|1 BddB A2:|2 BddB AcBA||
|:~G3 G GBdB|~G3 B AEEF|G2 GF GBdg|1 e2 dB AcBA:|2 e2 dB A2||",2009-03-21 05:58:55,OsvaldoLaviosa,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07575758 0.         0.16666667 0.         0.03030303 0.18181818
 0.         0.13636364 0.         0.21212121 0.03030303 0.
 0.12121212 0.         0.03030303 0.         0.         0.01515152
 0.         0.         0.         0.         0.         0.        ]"
4732,"Flight Attendant, The",jig,6/8,Amixolydian,"|eaa Ace|ded cBA|eae g{a}g{f}g|a{b}a{g}a g{a}g{f}g|
agf eAe|dAd cde|eae {a}gfe|dBe A3:|
|:ABc eAe|dAd eAe|e(3:2:1A(3:2:1B(3:2:1c eAe|dAd AB=c|
A2 A eAe|dAd cde|eae {a}gfe|dBe A3:|",2005-07-15 10:30:36,laridee,mixolydian,"[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.18 0.   0.06 0.01 0.06 0.14 0.   0.26 0.   0.05 0.1  0.   0.13 0.
 0.01 0.   0.   0.   0.   0.   0.   0.  ]"
725,Eddie Kelly's,jig,6/8,Eminor,"GEF G2A|Bee edc|~B3 GBG|AFD AFD|
GEF G2A|Bee edc|~B3 GBG|1 AFD E2F:|2 AFD E3||
|:gfe fed|Bee Bee|gfe fed|1 B^cd e2f:|2 B^cd ed=c||",2002-06-03 20:08:26,seara,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05405405 0.         0.05405405 0.         0.09459459 0.10810811
 0.         0.08108108 0.         0.13513514 0.04054054 0.02702703
 0.09459459 0.         0.21621622 0.         0.06756757 0.02702703
 0.         0.         0.         0.         0.         0.        ]"
20620,Shadow On The Hill,waltz,3/4,Aminor,"|:d2 B2 d2|g2 gf e2|d2 A2 c2|B2 BA G2|
c2 A2 A2|A4 G2|F2 FG AF|D2 E2 F2|
G4 d2|c2 A2 e2|c2 A2 g2|f2 fe d2|
g2 d2 B2|e2 ed cB|A6|A6||
|:B4 e2|e4 ef|g2 gf e2|f2 fe d2|
B4 e2|e4 GA|B2 BA G2|A6|
B4 e2|e4 ef|g2 gf e2|f2 fe d2|
B4 e2|e4 GA|B2 BA G2|A6:|",2021-03-28 10:34:11,JACKB,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.01052632 0.         0.01052632 0.04210526 0.
 0.08421053 0.         0.16842105 0.         0.13684211 0.05263158
 0.         0.09473684 0.         0.2        0.11578947 0.
 0.08421053 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4486,Beautiful Gortree,reel,4/4,Emajor,"|:E2GB ~c3B|g~f2e cBGF|E2GB cG (3GGG|G2eG F2GF|
E2GB ~g2bg|fegf|ecBe|~g2fe cBec|BEGF E4:|",2008-07-01 10:41:20,enirehtac,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09615385 0.         0.07692308 0.
 0.23076923 0.         0.         0.15384615 0.         0.11538462
 0.         0.         0.13461538 0.         0.07692308 0.
 0.09615385 0.         0.         0.01923077 0.         0.        ]"
17287,Sweedish Walking Tune,march,4/4,Gmajor,"|:B4 A2 GF|.G2.G2 D4|B4 A2 GA|BdBG A2D2|d4 G2 AB|
cdcA .B2 BB|ABAG FDEF|1 G2 GG G2D2:|2 G2 GG (ABcd)||e3d cBcd|
e2 g2 ~f2 e2|d3c BABc|d2 f2 ~e2 d2|c3B AGFG|1 A2 AA A4|
cB A2 cB A2|B2 e2 d4:|2 A2 AA A2 (E/F/G/A/)|ABAG FDEF|G2 GG G2 D2||",2018-09-19 03:49:04,Sara Eberlin,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05555556 0.         0.02777778
 0.         0.06481481 0.2037037  0.         0.22222222 0.
 0.16666667 0.09259259 0.         0.09259259 0.         0.0462963
 0.         0.01851852 0.00925926 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
22113,"Toper's Double, The",jig,6/8,Gmajor,"BEE BEE|BAG FED|ADD ADD|AGF EFG|
BEE BEE|DFA d3|ed^c BcA|BEE E3:|
efe ed^c|def g3|fdd add|fdd add|
efe ed^c|def g3|ed^c BcA|BEE E3:|",2022-08-07 19:52:01,John E Roche,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06976744 0.         0.18604651
 0.         0.04651163 0.03488372 0.         0.08139535 0.
 0.10465116 0.02325581 0.04651163 0.1744186  0.         0.11627907
 0.         0.06976744 0.02325581 0.         0.02325581 0.
 0.         0.         0.         0.         0.         0.        ]"
3168,"Old Dudeen, The",reel,4/4,Bminor,"fe|dcBA BAFA|dcde fgfe|dcBA FDFA|BdcA B2:|
de|fedc defg|afbf afeg|fedc defg|afdf e2 de|
fedc defg|afbf a2a2|bfbf afaf|bfaf e2||",2019-04-13 00:58:58,Stiamh,minor,"[0.         0.         0.         0.         0.         0.01098901
 0.         0.         0.         0.03296703 0.         0.
 0.06593407 0.         0.05494505 0.         0.07692308 0.15384615
 0.         0.15384615 0.         0.24175824 0.05494505 0.
 0.0989011  0.         0.05494505 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1093,Lexie MacAskill,reel,4/4,Eminor,"e2e2 deed|eedB GABd|e2e2 deed|egfd eeBd|
e2e2 deed|eedB GABd|e z e2deed|egfd e z ef||
g2fg e2dB|AAAB GABd|g2fg e2dB|egfd e z ef|
g2fg e2dB|A<AdB GABd|g2fg e2dB|egfd e z ed||
e2e2 e2dB|AAAB GABd|e2e2e2dB|egfd e z Bd|
e2e2e2dB|AAAB GABd|e2e2e2dB|egfd e z eg||
aeea eedB|AAAB GABd|aeea eedB|egfd e z g2|
aeea eedB|A2dB GABd|aeea eedB|egfd e2e2||",2020-12-07 23:08:26,Chee Z,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03669725
 0.         0.10550459 0.         0.13761468 0.         0.
 0.19724771 0.         0.33944954 0.         0.06422018 0.08256881
 0.         0.03669725 0.         0.         0.         0.        ]"
19668,"Law Student, The",jig,6/8,Bdorian,"|:~B3 Bcd|cAF ~F3|~B3 d2a|fea fec|
~B3 Bcd|cAF ~F3|def ecA|1 cBA B2F:|2 cBA B2f||
|:~b3 baf|faa a2e|ded cde|cAA A2a|
~b3 baf|faa a2e|ded cdc|~B3 BAF:|",2020-08-25 04:21:31,NfldWhistler,dorian,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.075
 0.     0.     0.1125 0.     0.1375 0.     0.15   0.125  0.     0.1125
 0.     0.1    0.     0.     0.1375 0.     0.05   0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]"
22356,"Ballygawley, The",barndance,4/4,Dmajor,"DB,|A,2DE FDD2|EFGE A2(3Bcd|cAAG EFGE|AFEF DCB,C|
A,2DE FDD2|EFGE A2(3Bcd|cAAG EAGE|F2D2D2DB,|
A,2DE FDD2|EFGE A2(3Bcd|cAAF G3B|AFEF DCB,C|
A,2DE FDD2|EFGE A2(3Bcd|cAAG EAGE|F2D2D2||
(3ABc|dfAd d2ed|ceAB c3e|dcAF G3B|AFEF DB, B,2|
dfAd d2ed|ceAB c3e|dcAF G2FD|A,2D2D2 (3Acd
dfAd d2ed|ceAB c3e|dcAF G3B|AFEF DB, B,|
A,2DE FDD2|EFGE A2(3Bcd|cAAG EAGE|F2D2D2|",2022-10-15 07:02:09,gian marco,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02752294 0.         0.03669725
 0.         0.01834862 0.13761468 0.         0.12385321 0.
 0.12385321 0.07798165 0.         0.15137615 0.         0.05504587
 0.         0.09633028 0.09633028 0.         0.0412844  0.
 0.01376147 0.         0.         0.         0.         0.        ]"
19,"Connaughtman's Rambles, The",jig,6/8,Edorian,"|:B>ee B>dd|BeB dBA|B>ee B>dd|BAB d2A|
B>ee B>dd|Bec dBA|d>BA GAB|AGE E2D||
B,2D GDD|EDE GDD|B,2D GAB|AGE E2D|
B,2D GDD|EDE GDD|B,2D GAB|AGE E3:|",2016-05-10 02:19:08,Smiley,dorian,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04597701 0.         0.
 0.18390805 0.         0.11494253 0.         0.         0.11494253
 0.         0.12643678 0.         0.1954023  0.         0.01149425
 0.11494253 0.         0.09195402 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
11348,"Caribou, The",reel,4/4,Edorian,"A|:BGED EFGA|B2ED (3EFE E2|DDFD DADD|BDDA D2Bc|
BGED EFGA|BGBd e2df|efed BcdB|1 AG F/E/D E2Bc:|2 AG F/E/D E4||
|:Be2d efed|Bd e/f/g fedc|Bddc dedc|BGBc dedc|
Be2d efed|Bdef g2fg|afge fdec|1 dB AG/F/ E4:|2 dB AG/F/ E2 Bc||",2019-01-06 22:16:26,NfldWhistler,dorian,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10294118 0.         0.10294118 0.         0.05882353 0.07352941
 0.         0.06617647 0.         0.14705882 0.         0.07352941
 0.14705882 0.         0.11764706 0.         0.07352941 0.02941176
 0.         0.00735294 0.         0.         0.         0.        ]"
6840,"Nomad, The",jig,6/8,Aminor,"e2d|:c2d/c/ B2c|A3 e2f|e2d c2B|A3 e^fg|
^f3 d3|d2e ^f2g|e2d cd/c/B|c2d/c/ B2A|
B3 g3|B3 c/B/AG|A2B A2G|E3 e2d|
[1 cd/c/B ABc|B2A GAB|ABA GAB|A3 e2d:|
[2 cd/c/B c2A|B2A GAB|ABA GAB|A2B c2d||
|:e3 a3|a4zb|a2g e2d|e2f e2d|
e^fg f2a|g3 ga/g/e|d2c B2A|G2A BAG|
cd/c/B c2A|d3 c2d|e2^f gfe|a3 a2g|
^f3 d3|d2e ^f2g|e3 A3|d3 e2d|
c2d/c/ B2c|A2B c2d|e3 E3|E3 e2d|
cd/c/B ABc|B2A GAB|ABA GAB|1 A2B c2d:|2 A3 e2d||",2007-02-20 05:07:47,gueganton,minor,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01587302 0.         0.
 0.05291005 0.         0.17989418 0.         0.16931217 0.15343915
 0.         0.15343915 0.         0.11640212 0.02116402 0.03703704
 0.05820106 0.         0.03703704 0.         0.00529101 0.
 0.         0.         0.         0.         0.         0.        ]"
6565,Old Micky McKiernan's,reel,4/4,Dmajor,"D2 FD FAAB|d2 fd BAFA|B2 BA FAdB|AFDF EDB,C|
D2 FD FAAB|d2 fd BAFA|B2 BA FAdB|AFDF EDB,C|
D2 FD FAAB|d2 fd BAFA|B2 BA FAdB|AFDF EB, B,2|
D2 FD FAAB|d2 fd BAFA|B2 BA FAdB|AFDF E2 D2|
|:defg afdf|afdf eB B2|defg afdf|abaf e2 d2|
defg afdf|afdf eBBA|B2 BA FAdB|AFDF E2 D2:|",2006-12-29 15:01:00,Kenny,major,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02339181
 0.         0.01169591 0.0994152  0.         0.02923977 0.
 0.15789474 0.         0.         0.1871345  0.         0.15789474
 0.         0.         0.12865497 0.         0.03508772 0.
 0.10526316 0.01754386 0.         0.04093567 0.         0.00584795]"
